2016-09-07|+|常规修改|+|交易型理财产品销售系统|+|交易数据维护|+|回顾|+|历史数据问题|+|1
2016-09-26|+|常规修改|+|(null)|+|交易数据维护|+|已作废|+|(null)|+|3
2016-09-30|+|常规修改|+|(null)|+|交易数据维护|+|业务审批|+|(null)|+|1
2016-09-07|+|常规修改|+|现金管理系统|+|交易数据维护|+|已关闭|+|程序缺陷|+|1
2016-09-08|+|常规修改|+|新网银系统|+|交易数据维护|+|已关闭|+|历史数据问题|+|1
2016-09-12|+|常规修改|+|BPP系统|+|交易数据维护|+|运维中心处理|+|柜员操作失误|+|1
2016-09-02|+|常规修改|+|代收付系统|+|交易数据维护|+|回顾|+|业务需求不完善|+|1
2016-09-01|+|紧急修改|+|交易型理财产品销售系统|+|交易数据维护|+|回顾|+|程序缺陷|+|1
2016-09-02|+|常规修改|+|RFID库房管理系统|+|交易数据维护|+|回顾|+|程序缺陷|+|1
2016-09-13|+|常规修改|+|xBank2.0系统|+|交易数据维护|+|回顾|+|历史数据问题|+|1
2016-09-01|+|紧急修改|+|新网银系统|+|交易数据维护|+|回顾|+|新增业务需求|+|1
2016-09-18|+|紧急修改|+|商业汇票系统|+|交易数据维护|+|已关闭|+|柜员操作失误|+|1
2016-09-02|+|常规修改|+|(null)|+|配置参数维护|+|已关闭|+|(null)|+|1
2016-09-27|+|常规修改|+|零售风险管理系统|+|交易数据维护|+|运维中心处理|+|新增业务需求|+|1
2016-09-12|+|常规修改|+|(null)|+|交易数据维护|+|草稿|+|(null)|+|1
2016-09-22|+|常规修改|+|零售贷款系统|+|交易数据维护|+|已作废|+|历史数据问题|+|1
2016-09-23|+|常规修改|+|金卡系统|+|交易数据维护|+|草稿|+|新增业务需求|+|1
2016-09-29|+|紧急修改|+|云商户平台|+|配置参数维护|+|开发中心处理|+|新增业务需求|+|1
2016-09-13|+|常规修改|+|三方存管系统|+|交易数据维护|+|已关闭|+|新增业务需求|+|1
2016-09-21|+|紧急修改|+|第三方支付系统|+|配置参数维护|+|回顾|+|历史数据问题|+|1
2016-09-07|+|常规修改|+|统一报表平台|+|交易数据维护|+|已关闭|+|新增业务需求|+|1
2016-09-08|+|常规修改|+|三方存管系统|+|交易数据维护|+|已关闭|+|新增业务需求|+|1
2016-09-27|+|紧急修改|+|(null)|+|交易数据维护|+|业务审批|+|程序缺陷|+|1
2016-09-08|+|常规修改|+|(null)|+|交易数据维护|+|已作废|+|新增业务需求|+|1
2016-09-28|+|常规修改|+|PE系统|+|交易数据维护|+|回顾|+|新增业务需求|+|1
2016-09-28|+|常规修改|+|(null)|+|交易数据维护|+|运维中心处理|+|(null)|+|8
2016-09-12|+|常规修改|+|PE系统|+|交易数据维护|+|已关闭|+|程序缺陷|+|1
2016-09-23|+|常规修改|+|(null)|+|交易数据维护|+|运维中心处理|+|(null)|+|2
2016-09-28|+|常规修改|+|总行特色业务平台|+|交易数据维护|+|回顾|+|历史数据问题|+|1
2016-09-27|+|常规修改|+|(null)|+|交易数据维护|+|运维中心处理|+|(null)|+|5
2016-09-22|+|常规修改|+|(null)|+|交易数据维护|+|草稿|+|(null)|+|1
2016-09-07|+|常规修改|+|贸易金融集中运营系统|+|交易数据维护|+|已关闭|+|程序缺陷|+|1
2016-09-26|+|常规修改|+|对公贷款系统|+|交易数据维护|+|运维中心处理|+|程序缺陷|+|1
2016-09-28|+|常规修改|+|总行国库信息处理系统|+|交易数据维护|+|回顾|+|业务需求不完善|+|1
2016-09-09|+|常规修改|+|零售贷款系统|+|交易数据维护|+|已关闭|+|业务需求不完善|+|1
2016-09-30|+|常规修改|+|(null)|+|交易数据维护|+|运维中心处理|+|(null)|+|8
2016-09-12|+|紧急修改|+|零售贷款系统|+|交易数据维护|+|组织审批|+|程序缺陷|+|1
2016-09-13|+|常规修改|+|贸易金融集中运营系统|+|交易数据维护|+|已关闭|+|新增业务需求|+|1
2016-09-13|+|常规修改|+|销售作业系统|+|交易数据维护|+|回顾|+|新增业务需求|+|1
2016-09-14|+|常规修改|+|统一报表平台|+|交易数据维护|+|已关闭|+|历史数据问题|+|1
2016-09-07|+|常规修改|+|统一报表平台|+|交易数据维护|+|回顾|+|新增业务需求|+|1
2016-09-18|+|紧急修改|+|乐收银综合商务平台|+|交易数据维护|+|草稿|+|历史数据问题|+|1
2016-09-28|+|常规修改|+|(null)|+|交易数据维护|+|已作废|+|(null)|+|1
2016-09-21|+|紧急修改|+|cbank系统|+|交易数据维护|+|回顾|+|业务需求不完善|+|1
2016-09-28|+|常规修改|+|(null)|+|交易数据维护|+|业务审批|+|(null)|+|1
2016-09-01|+|常规修改|+|直销银行系统|+|交易数据维护|+|已作废|+|程序缺陷|+|1
2016-09-01|+|常规修改|+|总账系统|+|交易数据维护|+|已关闭|+|业务需求不完善|+|1
2016-09-08|+|紧急修改|+|(null)|+|交易数据维护|+|已关闭|+|历史数据问题|+|1
2016-09-26|+|常规修改|+|新网银系统|+|交易数据维护|+|已关闭|+|历史数据问题|+|1
2016-09-01|+|紧急修改|+|(null)|+|配置参数维护|+|业务审批确认|+|(null)|+|1
2016-09-13|+|常规修改|+|金融IC卡系统|+|交易数据维护|+|运维中心审批|+|业务需求不完善|+|1
2016-09-08|+|常规修改|+|保理系统|+|交易数据维护|+|已关闭|+|柜员操作失误|+|1
2016-09-19|+|常规修改|+|(null)|+|配置参数维护|+|草稿|+|新增业务需求|+|1
2016-09-01|+|常规修改|+|网络交易平台资金托管系统|+|交易数据维护|+|回顾|+|历史数据问题|+|1
2016-09-24|+|常规修改|+|PE系统|+|交易数据维护|+|回顾|+|程序缺陷|+|1
2016-09-21|+|紧急修改|+|直销银行系统|+|配置参数维护|+|已关闭|+|程序缺陷|+|1
2016-09-01|+|常规修改|+|直销银行系统|+|交易数据维护|+|回顾|+|业务需求不完善|+|1
2016-09-28|+|紧急修改|+|保理系统|+|交易数据维护|+|运维中心审批|+|柜员操作失误|+|1
2016-09-28|+|常规修改|+|统一报表平台|+|交易数据维护|+|数据修改实施|+|业务需求不完善|+|1
2016-09-12|+|常规修改|+|代收付系统|+|交易数据维护|+|回顾|+|业务需求不完善|+|1
2016-09-12|+|常规修改|+|RFID库房管理系统|+|交易数据维护|+|回顾|+|程序缺陷|+|1
2016-09-12|+|常规修改|+|(null)|+|交易数据维护|+|业务审批确认|+|(null)|+|1
2016-09-21|+|常规修改|+|新网银系统|+|交易数据维护|+|回顾|+|新增业务需求|+|1
2016-09-01|+|常规修改|+|分行特色业务平台|+|交易数据维护|+|已关闭|+|新增业务需求|+|1
